user_id,item_id,timestamp
0,34457,1274496544
0,13158,1275699927
0,15395,1280797714
0,11187,1286485321
0,40979,1287255042
0,10395,1279762844
0,8847,1277126822
0,2226,1286574232
0,19532,1285519425
0,3274,1284245298
0,29091,1278722450
0,169,1283731637
0,3926,1277592754
0,243,1277600771
0,21880,1286899040
0,2249,1281824299
0,132,1282862852
0,2879,1286488711
0,2322,1282096575
0,679,1276140113
0,1,1284310195
0,1630,1286828442
0,6804,1286482484
0,4285,1280151403
0,1064,1282088931
0,3636,1282081575
0,4157,1286658323
0,9094,1285198417
0,1740,1282251089
0,15220,1275890464
0,3268,1275964177
0,4582,1285035442
0,5697,1277398476
0,2838,1284405466
0,38468,1281133762
0,2285,1286927883
0,26031,1279671822
0,31533,1287440263
0,2439,1276111201
0,39471,1276210430
0,2052,1282154197
0,42,1275200277
0,625,1275833778
0,2751,1284400826
0,8455,1278291989
0,3079,1286144509
0,255,1282272548
0,40674,1282964930
0,20945,1281803231
0,6989,1286558667
0,22028,1275605108
0,32130,1279335277
0,5421,1286663227
0,2826,1284228327
0,148,1282671200
0,2655,1286828480
0,3333,1282255149
0,2556,1286319751
0,13917,1278524419
0,2217,1286660366
0,8,1284340383
0,3424,1276370217
0,2020,1282178942
0,40861,1285984123
0,9474,1286320299
0,1296,1282963257
0,2274,1281292660
0,39606,1276128244
0,13,1274550655
0,38655,1283380593
0,26016,1284056524
0,3822,1286920931
0,806,1276043943
0,27234,1286748037
0,10712,1276199574
0,40819,1284681879
0,1235,1286574182
0,1210,1286574517
0,25089,1285889002
0,93,1282249256
0,3058,1284228793
0,40581,1286745434
0,197,1283473710
0,6867,1286668270
0,17675,1286732824
0,4140,1282191123
0,2345,1285717627
0,39341,1276308569
0,24625,1282201571
0,9596,1280540984
0,4288,1286842888
1,2061,1287619430
1,11655,1283578571
1,6777,1283575875
1,3390,1284846601
1,2785,1284397603
1,31164,1283119313
1,5373,1282936254
1,11576,1284846885
1,21542,1282952233
1,6121,1285863540
1,10545,1284396357
1,9677,1284865036
1,36792,1283120293
1,33822,1285863749
1,9689,1284800925
1,7731,1286209476
1,7562,1283961586
1,4182,1283998325
1,25325,1283721039
1,12060,1283719989
1,704,1283479275
1,22054,1283578914
1,29410,1282928165
1,15963,1283727118
1,9552,1284799308
1,24615,1284238824
1,38191,1284689636
1,8973,1284228943
1,27997,1282873970
1,6629,1284741016
1,32617,1284756273
1,12942,1283119760
1,3626,1283579502
1,40779,1284874561
1,19573,1283188610
1,2649,1285122759
1,11695,1283026363
1,31374,1285085473
1,6521,1283445461
1,2093,1284751913
1,21444,1283721810
1,9391,1284689911
1,19298,1283119499
1,2290,1283463694
1,11080,1284799453
1,16311,1282756063
1,19210,1284238756
1,12195,1284846853
1,24900,1284229540
1,3123,1283486115
1,19860,1283119637
1,19566,1285088385
1,874,1284916636
1,37673,1284317653
1,21225,1284317275
1,30551,1283725157
1,26338,1283727168
1,338,1283487909
1,11680,1284396965
1,22330,1284799423
1,10764,1284799026
1,30979,1283720396
1,6086,1286411344
1,6103,1282953725
1,14663,1285122922
1,3740,1284799754
1,21426,1284396189
1,1978,1283725513
1,7823,1283580912
1,10988,1283487710
1,5902,1284228643
1,453,1284332236
1,84,1283579530
1,25963,1284852845
1,28569,1284230518
1,20340,1284316276
1,34103,1285035750
1,14231,1284317741
1,86,1283578020
1,39575,1285690678
1,567,1284916125
1,37993,1283030886
1,5394,1282933636
1,81,1283574967
1,21117,1283445107
1,8208,1284228850
1,2306,1283488620
1,39047,1284875097
1,9219,1285086708
1,2953,1284926775
1,3775,1284752358
1,40245,1283581074
1,11788,1284733865
1,39873,1284332209
1,18221,1283961530
1,7374,1284237919
1,7850,1285380694
1,2309,1283572917
1,11594,1284799603
1,8671,1284493332
1,67,1284752825
1,3069,1283463344
1,7945,1283394614
1,36197,1284921126
1,1646,1283490770
1,21513,1283722386
1,26853,1284396631
1,2503,1283580115
1,10140,1285085417
1,31119,1283394681
1,10676,1283024984
1,13048,1284689553
1,38295,1282788381
1,39594,1284874647
1,3125,1283486760
1,87,1283579743
1,39041,1284874918
1,22872,1284691052
1,7362,1283911958
1,875,1284916593
1,98,1283576832
1,16653,1284688681
1,20089,1284768811
1,32729,1282926848
1,10500,1283720792
1,83,1283579636
1,3202,1284237588
1,32580,1283725897
1,88,1283577876
1,33255,1283579041
1,9762,1282754731
1,19329,1284086604
1,8190,1284232457
1,32002,1284483554
1,37995,1283961458
1,37048,1284317227
1,2307,1283573519
1,5568,1284799365
1,9546,1283445515
1,16994,1283722812
1,30675,1284846908
1,30305,1283117094
1,22706,1284801032
1,2138,1284751328
1,20902,1283725020
1,75,1283720511
1,2291,1283463613
1,33940,1283031145
1,7210,1283491214
1,38891,1284874527
1,19702,1285086616
1,6949,1283834341
1,16578,1283444800
1,25686,1284920876
1,7456,1284741255
1,4180,1283486226
1,2440,1284751189
1,1794,1283722152
1,601,1284752670
1,28666,1283018228
1,27722,1283580965
1,9520,1285863714
1,1852,1282952300
1,11078,1287595139
1,24108,1282953428
1,11794,1284846494
1,79,1283574435
1,18197,1283460402
1,69,1284752427
1,30677,1284759492
1,7571,1283032137
1,10663,1282929446
1,33481,1284326806
1,6142,1282934940
1,34037,1283573479
1,1142,1284884128
1,6571,1283464300
1,25697,1283727219
1,16969,1284801001
1,5377,1282874090
1,7413,1282788062
1,7380,1282873675
1,13466,1285088048
1,11688,1283829899
1,4396,1283479053
1,17729,1283927596
1,20439,1283464580
1,38682,1283732856
1,27898,1284237349
1,1409,1283573319
1,685,1283576872
1,27205,1282933491
1,4442,1283722486
1,29857,1284396839
1,23890,1282959234
1,10379,1285088416
1,33677,1283912620
1,21207,1285446045
1,33100,1283878179
1,2380,1283577468
1,2834,1283026015
1,21671,1284768712
1,6531,1284799720
1,13754,1285692408
1,32804,1284846537
1,8331,1283489265
1,592,1286387960
1,13771,1284741511
1,9332,1284852479
1,4540,1284750878
1,20804,1283361653
1,25073,1282933952
1,30245,1284919406
1,33924,1283912041
1,38990,1284316111
1,21956,1284326757
1,11300,1283486915
1,30712,1284244424
1,17929,1284758528
1,31405,1284848277
1,38351,1284768840
1,38059,1285035721
1,31816,1283025647
1,8875,1283576798
1,14662,1284604999
1,25246,1284317998
1,8459,1285295419
1,14519,1285086847
1,5882,1283572721
1,38294,1284605710
1,9042,1283025971
1,41,1283580299
1,39686,1282788401
1,38034,1284875050
1,72,1283580811
1,13422,1285295590
1,31680,1283580761
1,42,1284752476
1,9537,1283491158
2,15627,1278092822
2,35016,1273029757
2,15165,1280604123
2,19862,1276803926
2,12003,1273262638
2,22636,1285792194
2,6268,1281037360
2,31577,1279310542
2,9318,1274645967
2,5544,1277587484
2,3090,1273262705
2,7195,1282248551
2,3017,1272603136
2,10712,1281717767
2,6642,1274728745
2,39471,1275927516
2,33898,1275939731
2,35606,1273252471
2,2736,1273774735
2,7333,1275260333
2,39019,1276388776
2,675,1274631865
2,12679,1275344314
2,17642,1275072987
2,2770,1276388684
2,8284,1275319634
2,5185,1284579705
2,3709,1274383454
2,2138,1274216461
2,783,1275275312
2,10507,1278705472
2,4150,1273174104
2,39070,1274381097
2,25034,1277926329
2,4978,1276404160
2,8885,1273265832
2,21837,1280533633
2,10266,1274383418
2,38607,1272992092
2,22728,1281834226
2,17926,1278878717
2,677,1275319740
2,5156,1274383488
2,7116,1279482100
2,8752,1278261836
2,695,1275275378
2,597,1277860874
2,509,1275237546
2,27076,1275003878
2,19840,1273609671
2,352,1274646405
2,3333,1276961856
3,4912,1267407106
3,28372,1267901053
3,2253,1266954188
3,3567,1268011519
3,16632,1267488384
3,40491,1281196476
3,16038,1267147677
3,1063,1266981104
3,4288,1281930440
3,8230,1267121617
3,3528,1266628558
3,2084,1266692790
3,22504,1267715333
3,16037,1266430059
3,3111,1267640678
3,16644,1268597321
3,14791,1283731843
3,21136,1266709070
3,255,1281910821
3,7834,1267204710
3,6715,1281748555
4,9596,1287445505
4,271,1286659182
4,130,1286493267
4,140,1287351645
4,32877,1286921823
4,39847,1287280544
4,29074,1285981403
4,40861,1285981508
4,132,1286514011
4,3822,1287513661
4,1320,1286755805
4,236,1286912578
4,255,1286650176
4,134,1286599580
4,1730,1287200122
4,141,1287351777
4,143,1287351330
4,35548,1286517928
4,34276,1286680372
4,11074,1287452764
4,148,1287357063
4,40979,1287349200
4,1969,1287447459
4,3546,1287118668
4,2572,1286061096
4,8564,1286240636
4,168,1286563561
4,9030,1286843779
4,142,1287351697
4,33533,1287110515
4,1933,1286411053
5,2655,1286218653
5,15210,1287342909
5,7422,1286663192
5,10977,1286483151
5,11367,1287007657
5,6583,1287434281
5,24111,1287555737
5,3333,1286421657
5,4288,1286396594
5,4707,1286260755
5,4353,1286656948
5,10204,1286909605
6,4156,1285371774
6,3274,1284164939
6,13543,1279571800
6,7028,1283638823
6,118,1279399305
6,5402,1281831959
6,13719,1284253167
6,4282,1283044088
6,22948,1279315401
6,25930,1282953111
6,2968,1281652264
6,7837,1287521476
6,8378,1280705975
6,20883,1281819555
6,4107,1282948061
6,7520,1283031843
6,9238,1276276484
6,7157,1283555118
6,10427,1283123252
6,16290,1283048221
6,5140,1285468921
6,21,1277593252
6,20904,1282262434
6,8909,1278290879
6,4847,1283645074
7,25230,1274571092
7,8370,1265050633
7,7157,1281826282
7,19231,1265310162
7,1486,1265243300
7,8909,1278290939
7,20883,1277065794
7,6083,1272136403
7,10427,1283123616
7,2803,1268333156
7,5140,1274578089
7,7028,1268613659
7,21,1277592825
7,4015,1275782011
7,5402,1281832006
8,639,1278361085
8,596,1277486185
8,7584,1278361221
8,1982,1278415618
8,13216,1278185619
8,18408,1274163156
8,2515,1278360968
8,632,1278181235
8,4822,1278341395
8,7616,1278184277
8,6168,1282872714
8,3601,1278362136
8,4082,1278410476
8,204,1275956945
8,2272,1277563946
8,6923,1278185999
8,655,1278187585
8,18870,1285797649
8,15332,1274197126
8,25998,1274145619
8,21199,1272732525
8,2684,1278261811
8,4139,1284254468
8,465,1278181222
8,636,1278184133
8,818,1273286279
8,5556,1285296043
8,33796,1277563971
8,36118,1277231043
8,5856,1276373182
8,203,1279119548
8,1817,1277997073
8,12282,1274317628
8,6301,1276445075
8,21529,1278184602
8,8731,1274754337
8,9696,1278721195
8,11961,1278280315
8,5859,1276373569
8,6042,1273174256
8,13213,1278184256
8,36949,1274145585
8,2432,1278718928
8,633,1278181207
8,1038,1278438457
8,13181,1278361033
8,25250,1282255368
8,4710,1285439645
8,638,1278185985
8,15614,1278083256
8,645,1278178459
8,628,1278178499
8,5514,1278362017
9,35374,1280196268
9,4092,1280183081
9,3843,1259707206
9,38703,1280441290
9,17963,1280192228
9,3841,1259707150
9,3903,1259217872
9,17700,1259215508
9,197,1237257144
9,36363,1280192182
9,5095,1259794780
9,20281,1259215470
10,40391,1280711432
10,1630,1280245854
10,1253,1286985148
10,1252,1280199377
10,4162,1280648231
10,6827,1286844814
10,11427,1283306904
10,11692,1280497642
10,21468,1281714370
10,3039,1285262979
10,26241,1285204390
10,12459,1285185515
10,9094,1285199099
10,5062,1285175864
10,4285,1285359252
10,8038,1280711157
10,10312,1280711264
10,11747,1280497118
10,10880,1285204496
10,607,1281715282
10,4728,1280711404
10,16086,1280303358
10,1269,1280163556
10,4105,1280398398
10,1652,1280198833
10,6629,1281919325
10,1257,1287022682
10,9363,1286985056
10,282,1285204582
10,7456,1281919673
10,3775,1281194043
10,3333,1283957362
10,12541,1285262913
10,4288,1286943036
10,38864,1280302376
10,31533,1285253084
10,1410,1280252387
10,4610,1280150070
10,11157,1280496060
10,1004,1284210420
10,42,1281193840
10,3139,1280398329
10,838,1280710728
10,18762,1286945696
10,4856,1280177109
10,255,1285272486
10,13032,1285206375
10,7854,1280177515
10,33135,1281886028
10,28117,1287022608
10,4403,1280341950
10,36963,1280198788
10,2217,1280177583
10,25525,1285204572
10,17182,1281919491
10,34,1283187213
10,40954,1286557441
10,5305,1280177077
10,13985,1287022739
11,22141,1262231900
11,25520,1265518033
11,9245,1264185475
11,24226,1262743166
11,1582,1262998086
11,7789,1265753134
11,2793,1264886155
11,22636,1265312140
11,12667,1264207270
11,11187,1262369259
11,21514,1262116542
11,5305,1262721995
11,18520,1262715509
11,10896,1263266200
11,2493,1264986665
11,29181,1266793099
11,2201,1265263725
11,1614,1260419891
11,8377,1263576824
11,17607,1283195437
12,20456,1268432151
